Name,Id,City,Zipcode,Address,Website,Email,Phone,Company Type,Postal Address, description,Twitter, Linkedin, Lognitude,Latitude,,,,,,,,,,,,
A.D.A. Administr. Dienstverlen. Ada Schilders,30681,AALSMEERDERBRUG,1436BJ,Aalsmeerderdijk,None,None,None,managerial,Aalsmeerderdijk 371,b'None',None,None,4.746338421,52.27264211,,,,,,,,,,,,
Tredius Purmerend B.V.,30682,PURMEREND,1441ZN,Wielingenstraat,,None,,managerial,Postbus 258,b'None',None,None,4.9563684,52.504524,,,,,,,,,,,,
Ifiac Financieel B.V.,30683,PURMEREND,1442BX,Wagenweg,None,None,None,managerial,Postbus 524,b'None',None,None,4.953402,52.50988667,,,,,,,,,,,,
Boekhoudservicebureau B.S.B.,30684,PURMEREND,1441SN,Moerasvaren,None,None,None,managerial,Postbus 864,b'None',None,None,4.951194583,52.49920833,,,,,,,,,,,,
Administratiekantoor R.P. Geerling B.V.,30685,PURMEREND,1441AK,Venedien,None,None,None,managerial,Venedien 25,b'None',None,None,4.948765,52.510375,,,,,,,,,,,,
Bianca Riep Administratieve Dienstverlening,30686,PURMEREND,1441AS,Westerstraat,None,None,None,managerial,Westerstraat 66,b'None',None,None,4.943955238,52.50983333,,,,,,,,,,,,
Administratiekantoor Konijn,30687,PURMEREND,1441CN,Nieuwstraat,None,None,None,managerial,Nieuwstraat 66,b'None',None,None,4.946560714,52.5078,,,,,,,,,,,,
De Zaak van Zanten,30688,PURMEREND,1441GS,Nieuwegracht,None,None,None,managerial,Nieuwegracht 26,b'None',None,None,4.946362857,52.50759524,,,,,,,,,,,,
Adviesbureau Bos,30689,PURMEREND,1441KA,Wagenbeurs,None,None,None,managerial,Wagenbeurs 5,b'None',None,None,4.9462725,52.511525,,,,,,,,,,,,
Boekhoudburo L.J.M. Vrouwe,30690,PURMEREND,1441KB,Beemsterburgwal,None,None,None,managerial,Beemsterburgwal 13,b'None',None,None,4.945275333,52.51186,,,,,,,,,,,,
V.Z. Administr. & Fiscale Dienstverlening,30691,PURMEREND,1441LX,Levermosstraat,None,None,None,managerial,Levermosstraat 47,b'None',None,None,4.956513692,52.49859077,,,,,,,,,,,,
Koelman Administratie en Belastingen,30692,PURMEREND,1441MR,Waterlandlaan,None,None,None,managerial,Waterlandlaan 92,b'None',None,None,4.958652222,52.50387778,,,,,,,,,,,,
Avanti Advisering,30693,PURMEREND,1441RA,Purmerweg -B,None,None,None,managerial,Purmerweg 19-B,b'None',None,None,4.967181667,52.50370556,,,,,,,,,,,,
Administratiekantoor Bontjes,30694,PURMEREND,1441RE,De Oeverlanden,None,None,None,managerial,De Oeverlanden 239,b'None',None,None,4.9628781,52.504984,,,,,,,,,,,,
Boekhoudkantoor De Jong-Vlaar,30695,PURMEREND,1441RE,De Oeverlanden,None,None,None,managerial,De Oeverlanden 249,b'None',None,None,4.9628781,52.504984,,,,,,,,,,,,
Vreeman Purmerend B.V.,30696,PURMEREND,1441RS,Waterlandlaan,None,None,None,managerial,Waterlandlaan 39,b'None',None,None,4.959376667,52.50408667,,,,,,,,,,,,
Administratiepunt,30697,PURMEREND,1441SL,Muurvaren,None,None,None,managerial,Muurvaren 111,b'None',None,None,4.948926667,52.49895758,,,,,,,,,,,,
F.J.A. van Amsterdam,30698,PURMEREND,1441SR,Moerasvaren,None,None,None,managerial,Moerasvaren 66,b'None',None,None,4.95082625,52.49960625,,,,,,,,,,,,
Barreau Accountancy,30699,PURMEREND,1441WC,Struisgras,None,None,None,managerial,Struisgras 9,b'None',None,None,4.955400952,52.48930952,,,,,,,,,,,,
Administratiekantoor Dittmer,30700,PURMEREND,1442BM,Haya van Somerenstraat,None,None,None,managerial,Haya van Somerenstraat 14,b'None',None,None,4.950578182,52.51383636,,,,,,,,,,,,
Boom Adviesgroep,30701,PURMEREND,1442BX,Wagenweg,None,None,None,managerial,Wagenweg 12,b'None',None,None,4.953402,52.50988667,,,,,,,,,,,,
Walthaus/Belastingadviseurs,30702,PURMEREND,1442BZ,Burg. D. Kooimanweg,None,None,None,managerial,Burg. D. Kooimanweg 11,b'None',None,None,4.956799231,52.51110769,,,,,,,,,,,,
Admin.-Belastingadviesburo Bonoo & Partners,30703,PURMEREND,1442CG,De Vriesplein,None,None,None,managerial,De Vriesplein 2,b'None',None,None,4.960231429,52.51277143,,,,,,,,,,,,
Administratiekantoor Schreuder,30704,PURMEREND,1442CM,Van IJsendijkstraat,None,None,None,managerial,Van IJsendijkstraat 249,b'None',None,None,4.968937895,52.51422105,,,,,,,,,,,,
IV Administratieve Dienstverlening,30705,PURMEREND,1442DA,Lambertus Huisengastraat,None,None,None,managerial,Lambertus Huisengastraat 159,b'None',None,None,4.956938765,52.50956296,,,,,,,,,,,,
Administratiekantoor Boonen & De Ruiter,30706,PURMEREND,1443AE,Zonnelaan,None,None,None,managerial,Zonnelaan 6,b'None',None,None,4.961958,52.506765,,,,,,,,,,,,
ASAP administr. en fiscale dienstverlening,30707,PURMEREND,1443EC,John F Kennedyplein -1e etage,None,None,None,managerial,John F Kennedyplein 6-1e etage,b'None',None,None,4.969245,52.508575,,,,,,,,,,,,
"Administratiekantoor en Adviesburo ""Jacobs""",30708,PURMEREND,1443JG,Bazuinstraat,None,None,None,managerial,Bazuinstraat 74,b'None',None,None,4.972985,52.5084875,,,,,,,,,,,,
H & W Administratie,30709,PURMEREND,1443JL,Tjalkstraat,None,None,None,managerial,Tjalkstraat 56,b'None',None,None,4.975365,52.51069375,,,,,,,,,,,,
"Administratiekantoor ""Monique""",30710,PURMEREND,1443LP,Johan Wagenaarstraat,None,None,None,managerial,Johan Wagenaarstraat 25,b'None',None,None,4.968713125,52.5056375,,,,,,,,,,,,
Ernesdienst,30711,PURMEREND,1443WS,Dr Albert Schweitzerlaan,None,None,None,managerial,Dr Albert Schweitzerlaan 171,b'None',None,None,4.976018636,52.5103,,,,,,,,,,,,
Adm. knt. L.F.A. Stevens,30712,PURMEREND,1444EA,Ds Martin Luther Kingweg,None,None,None,managerial,Ds Martin Luther Kingweg 1,b'None',None,None,4.958693044,52.52512174,,,,,,,,,,,,
Admikro,30713,PURMEREND,1444GM,Paltrokmolen,None,None,None,managerial,Paltrokmolen 17,b'None',None,None,4.970766667,52.520275,,,,,,,,,,,,
Van Gelder Administraties,30714,PURMEREND,1444HZ,Leeuwerikplein,None,None,None,managerial,Leeuwerikplein 102,b'None',None,None,4.96154,52.52036,,,,,,,,,,,,
Hemelrijk Advies B.V.,30715,PURMEREND,1444VE,Meeuwstraat,None,None,None,managerial,Meeuwstraat 24,b'None',None,None,4.959807368,52.52038421,,,,,,,,,,,,
Administratiekantoor 12,30716,PURMEREND,1445AD,Westerweg,None,None,None,managerial,Westerweg 52,b'None',None,None,4.988588889,52.49866667,,,,,,,,,,,,
Ricardo Administratie en Belastingzaken,30717,PURMEREND,1445BC,Weverstraat,None,None,None,managerial,Weverstraat 15,b'None',None,None,4.983928824,52.50406471,,,,,,,,,,,,
Mabu,30718,PURMEREND,1444CD,Burg. D. Kooimanweg,None,None,None,managerial,Overlanderstraat 283,b'None',None,None,4.95683,52.52550417,,,,,,,,,,,,
F.J. Splinter,30719,AMSTERDAM,1024,Zuiderzeeweg naast nr.2,,None,,managerial,Overlanderstraat 470,b'None',None,None,4.9637659,52.3764047,,,,,,,,,,,,
Admin.- en Financieringsbureau van Dorth,30720,PURMEREND,1445HG,Haarspitstraat,None,None,None,managerial,Haarspitstraat 19,b'None',None,None,4.981765,52.50753182,,,,,,,,,,,,
Cremers Administr. & Belast.adv.bur. B.V.,30721,PURMEREND,1445KB,Edelsmidstraat,None,None,None,managerial,Edelsmidstraat 37,b'None',None,None,4.983827647,52.50205882,,,,,,,,,,,,
Bogron Interimdiensten,30722,PURMEREND,1445PK,Landauerstraat,None,None,None,managerial,Landauerstraat 9,b'None',None,None,4.977795,52.49694583,,,,,,,,,,,,
Boyle Administrateur,30723,PURMEREND,1446CH,Vlasstraat,None,None,None,managerial,Vlasstraat 21,b'None',None,None,4.989755556,52.50851111,,,,,,,,,,,,
Administratiekantoor D. Bosschieter,30724,PURMEREND,1446WJ,Volume,None,None,None,managerial,Volume 50,b'None',None,None,5.003000208,52.51007292,,,,,,,,,,,,
Administratiekantoor Jos Van Berkum,30725,PURMEREND,1447JP,Drontermeer,None,None,None,managerial,Drontermeer 173,b'None',None,None,4.9744896,52.494704,,,,,,,,,,,,
Ordelman Administraties,30726,PURMEREND,1447KC,Meerland -B,None,None,None,managerial,Meerland 2-B,b'None',None,None,4.973539546,52.49318636,,,,,,,,,,,,
AB & M Admin. Bemiddeling & Management B.V.,30727,PURMEREND,1447KC,Meerland -B,None,None,None,managerial,Meerland 2-B,b'None',None,None,4.973539546,52.49318636,,,,,,,,,,,,
IR financials,30728,PURMEREND,1447NM,Frescobaldistraat,None,None,None,managerial,Frescobaldistraat 134,b'None',None,None,4.968185,52.49030556,,,,,,,,,,,,
Administratie-Kantoor Goossens,30729,PURMEREND,1447VC,Sellingerbos,None,None,None,managerial,Sellingerbos 26,b'None',None,None,4.98032,52.49439375,,,,,,,,,,,,
uwadministrateur.com,30730,PURMEREND,1447VC,Sellingerbos,None,None,None,managerial,Sellingerbos 28,b'None',None,None,4.98032,52.49439375,,,,,,,,,,,,
Administratiekantoor De Baet,30731,PURMEREND,1447XS,Mahatma Gandhistraat,None,None,None,managerial,Mahatma Gandhistraat 66,b'None',None,None,4.962772069,52.48585172,,,,,,,,,,,,
Atax Boekhouddiensten,30732,PURMEREND,1447XZ,Vrijheidsplantsoen,None,None,None,managerial,Vrijheidsplantsoen 44,b'None',None,None,4.9618836,52.487356,,,,,,,,,,,,
Administratiekantoor Circuit,30733,PURMEREND,1448BX,Gangeslaan,None,None,None,managerial,Gangeslaan 82,b'None',None,None,4.945194167,52.4919,,,,,,,,,,,,
Kuller Accounting,30734,PURMEREND,1448CS,Tigrisstraat,None,None,None,managerial,Tigrisstraat 36,b'None',None,None,4.942554,52.49222,,,,,,,,,,,,
More Admin B.V.,30735,PURMEREND,1448KN,Antwerpenhaven,None,None,None,managerial,Antwerpenhaven 100,b'None',None,None,4.938541957,52.50536739,,,,,,,,,,,,
PNR Amsterdam B.V.,30736,PURMEREND,1448KN,Antwerpenhaven,None,None,None,managerial,Antwerpenhaven 101,b'None',None,None,4.938541957,52.50536739,,,,,,,,,,,,
Administratiekantoor Vergeer,30737,PURMEREND,1448ML,Zoeloestraat,None,None,None,managerial,Zoeloestraat 75,b'None',None,None,4.9324805,52.493875,,,,,,,,,,,,
Administratiekantoor Guldenaar-Goeree,30738,PURMEREND,1448MP,Damiettastraat,None,None,None,managerial,Damiettastraat 19,b'None',None,None,4.930250541,52.49153514,,,,,,,,,,,,
Lidast Financieel & Fiscaal Adviesbureau,30739,PURMEREND,1448NW,Nijlstraat,None,None,None,managerial,Nijlstraat 27,b'None',None,None,4.936248889,52.49318889,,,,,,,,,,,,
Administratiekantoor H. Karels B.V.,30740,PURMEREND,1448NX,Nijlstraat,None,None,None,managerial,Nijlstraat 56,b'None',None,None,4.936054,52.493752,,,,,,,,,,,,
Solid Financial Solution,30741,PURMEREND,1448RA,Zambezilaan,None,None,None,managerial,Zambezilaan 67,b'None',None,None,4.937573889,52.49070556,,,,,,,,,,,,
C&T AccountAd B.V.,30742,PURMEREND,1448RC,Ivoorkust,None,None,None,managerial,Ivoorkust 33,b'None',None,None,4.934034595,52.49038649,,,,,,,,,,,,
MBA financiële dienstverlening,30743,PURMEREND,1448SH,Houtbaai,None,None,None,managerial,Houtbaai 19,b'None',None,None,4.935606071,52.48802143,,,,,,,,,,,,
J.J. Hilgers Adm. & Belastingzaken MKB Advies,30744,PURMEREND,1448SL,Saint Helenabaai,None,None,None,managerial,Saint Helenabaai 56,b'None',None,None,4.936516667,52.48892667,,,,,,,,,,,,
Acpro,30745,PURMEREND,1448VC,Amazonelaan,None,None,None,managerial,Amazonelaan 143,b'None',None,None,4.931872667,52.49907667,,,,,,,,,,,,
DPW (Dan's PaperWork),30746,PURMEREND,1448WE,Coyotestraat,None,None,None,managerial,Coyotestraat 24,b'None',None,None,4.9315355,52.500155,,,,,,,,,,,,
Schreutelkamp Administratiekantoor,30747,PURMEREND,1448WL,Falconstraat,None,None,None,managerial,Falconstraat 47,b'None',None,None,4.928790769,52.49886538,,,,,,,,,,,,
Administratiekantoor BWM,30748,PURMEREND,1448XM,Amazonelaan,None,None,None,managerial,Amazonelaan 126,b'None',None,None,4.928518333,52.49581333,,,,,,,,,,,,
Fi Ad Support,30749,PURMEREND,1448XW,Yellowstone,None,None,None,managerial,Yellowstone 49,b'None',None,None,4.931988333,52.49727083,,,,,,,,,,,,
Framas Administratiekantoor,30750,PURMERLAND,1451MC,Purmerland -A,None,None,None,managerial,Purmerland 32-A,b'None',None,None,4.92765,52.48505,,,,,,,,,,,,
Abinety,30751,ILPENDAM,1452PM,Monnickendammerrijweg -A,None,None,None,managerial,Monnickendammerrijweg 37-A,b'None',None,None,4.95721125,52.45920625,,,,,,,,,,,,
Administr.- en Belast.adv.bur. Van der Meij,30752,ILPENDAM,1452XR,Reigerstraat,None,None,None,managerial,Reigerstraat 12,b'None',None,None,4.953708095,52.46560952,,,,,,,,,,,,
Knook Administratieve Dienstverlening,30753,WIJDEWORMER,1456AM,Tjadenweg,None,None,None,managerial,Tjadenweg 24,b'None',None,None,4.912712432,52.50893784,,,,,,,,,,,,
JFO Holding B.V.,30754,WIJDEWORMER,1456BB,Jisperdijk,None,None,None,managerial,Jisperdijk 3,b'None',None,None,4.893108182,52.50784545,,,,,,,,,,,,
Adm. Dienstverlening E. Scucces,30755,ZUIDOOSTBEEMSTER,1461DM,Purmerenderweg,None,None,None,managerial,Purmerenderweg 180,b'None',None,None,4.945948421,52.51534211,,,,,,,,,,,,
Van den Bos Administratie/Advies B.V.,30756,ZUIDOOSTBEEMSTER,1461LC,Nekkerweg,None,None,None,managerial,Nekkerweg 36,b'None',None,None,4.928283182,52.52579091,,,,,,,,,,,,
Administratie Bureau Midden Beemster,30757,MIDDENBEEMSTER,1462KN,Cornelis ten Hoopestraat,None,None,None,managerial,Cornelis ten Hoopestraat 12,b'None',None,None,4.912174,52.55127333,,,,,,,,,,,,
Administratiekantoor Schön,30758,MIDDENBEEMSTER,1462MJ,Insulindeweg,None,None,None,managerial,Insulindeweg 14,b'None',None,None,4.902532857,52.55261633,,,,,,,,,,,,
Reijers Advies,30759,MIDDENBEEMSTER,1462VM,Bamestraweg,None,None,None,managerial,Bamestraweg 1,b'None',None,None,4.899711053,52.54938421,,,,,,,,,,,,
G & K Administraties,30760,BEETS NH,1475JH,Beets,None,None,None,managerial,Postbus 13,b'None',None,None,4.964547727,52.58329545,,,,,,,,,,,,
MB Administraties B.V.,30761,MIDDENBEEMSTER,1462JC,Schoolstraat,None,None,None,managerial,Postbus 77,b'None',None,None,4.911663125,52.54755625,,,,,,,,,,,,
V.O.F. De Peer Admi,30762,WESTBEEMSTER,1464NC,Wormerweg,None,None,None,managerial,Wormerweg 32,b'None',None,None,4.856648889,52.53726667,,,,,,,,,,,,
Admin. Solutions,30763,KWADIJK,1471CH,Kwadijk,None,None,None,managerial,Kwadijk 135,b'None',None,None,4.988097273,52.52553182,,,,,,,,,,,,
Advivo Administraties B.V.,30764,WARDER,1473PP,IJsselmeerdijk,None,None,None,managerial,IJsselmeerdijk 19,b'None',None,None,5.048658438,52.54791563,,,,,,,,,,,,
MB Administraties,30765,OOSTHUIZEN,1474HD,Seevancksweg,None,None,None,managerial,Seevancksweg 19,b'None',None,None,4.993816234,52.56906494,,,,,,,,,,,,
Administratiekantoor De Hazepolder,30766,OOSTHUIZEN,1474HJ,Raadhuisstraat,None,None,None,managerial,Raadhuisstraat 56,b'None',None,None,4.99321,52.571525,,,,,,,,,,,,
Buma Administraties,30767,OOSTHUIZEN,1474MA,Warderweg,None,None,None,managerial,Warderweg 2,b'None',None,None,5.001525714,52.57524286,,,,,,,,,,,,
Boekhouderij Veenboer,30768,OOSTHUIZEN,1474PJ,De Wijzend,None,None,None,managerial,De Wijzend 139,b'None',None,None,5.000028636,52.57104545,,,,,,,,,,,,
Administratiekantoor Schuitemaker,30769,OOSTHUIZEN,1474PL,De Wijzend,None,None,None,managerial,De Wijzend 195,b'None',None,None,5.00106,52.57000455,,,,,,,,,,,,
Tusveld Administratieve Dienstverlening B.V.,30770,OOSTHUIZEN,1474RB,Haagwindelaan,None,None,None,managerial,Haagwindelaan 17,b'None',None,None,4.996497778,52.57008889,,,,,,,,,,,,
Lanze HR Services,30771,DE RIJP,1483AD,Oosteinde,None,None,None,managerial,Oosteinde 6,b'None',None,None,4.855737143,52.55947857,,,,,,,,,,,,
AH-administraties,30772,DE RIJP,1483CJ,Fluytschip,None,None,None,managerial,Fluytschip 63,b'None',None,None,4.843914444,52.55594444,,,,,,,,,,,,
A.W. Timmer h.o.d.n. Raad Beemster De Rijp,30773,DE RIJP,1483GA,De Volger,None,None,None,managerial,De Volger 25,b'None',None,None,4.846024359,52.54958462,,,,,,,,,,,,
Cijfers & Letters voor boekhouding en belast.,30774,DE RIJP,1483GE,G.G. Schipperstraat -1hg,None,None,None,managerial,G.G. Schipperstraat 14-1hg,b'None',None,None,4.842844444,52.549,,,,,,,,,,,,
Administratiekantoor en Adviesbureau Lof,30775,DE RIJP,1483VS,De Reiger,None,None,None,managerial,De Reiger 16,b'None',None,None,4.84854,52.55531875,,,,,,,,,,,,
Administratiekantoor H. van Alten,30776,DE RIJP,1483EA,Westeinde a,None,None,None,managerial,Postbus 19,b'None',None,None,4.843739231,52.56041538,,,,,,,,,,,,
Oudejans Administratie & Advies B.V.,30777,DE RIJP,1483BL,Jan Boonplein,None,None,None,managerial,Postbus 45,b'None',None,None,4.849476429,52.55877857,,,,,,,,,,,,
Annemarie Grevelt Adm. & Fisc. Dienstverl.,30778,GRAFT,1484EG,Kromme Horn,None,None,None,managerial,Kromme Horn 9,b'None',None,None,4.838520476,52.5595,,,,,,,,,,,,
De Jong Administratie en Belastingadvies,30779,WEST-GRAFTDIJK,1486NH,Burg. Romijnstraat,None,None,None,managerial,Burg. Romijnstraat 24,b'None',None,None,4.796002941,52.55237647,,,,,,,,,,,,
Admin./Belastingadvieskant. J.G.A. Vork B.V.,30780,EDAM,1135GD,Energiestraat f,None,None,None,managerial,Postbus 1041,b'None',None,None,5.042757,52.51656,,,,,,,,,,,,
Xtern,30781,ZAANDAM,1507VH,Opera,None,None,None,managerial,Postbus 29,b'None',None,None,4.8074635,52.441845,,,,,,,,,,,,
Paray B.V.,30782,ZAANDAM,1507CG,Grote Tocht,None,None,None,managerial,Postbus 249,b'None',None,None,4.810006,52.42677,,,,,,,,,,,,
G.M.M. Plekker-van Sante,30783,ZAANDAM,1501AX,Skager Rak,None,None,None,managerial,Skager Rak 29,b'None',None,None,4.83195125,52.43395,,,,,,,,,,,,
Administratie Belastingadvieskantoor Haan,30784,ZAANDAM,1506RZ,Symon Spiersweg,None,None,None,managerial,Zuiddijk 52-A,b'None',None,None,4.820798889,52.42361852,,,,,,,,,,,,
Baylan,30785,ZAANDAM,1501NG,A F d Savornin Lohmanstr,None,None,None,managerial,A F d Savornin Lohmanstr 3,b'None',None,None,4.827334546,52.44001364,,,,,,,,,,,,
Brekelmans Administratieve Dienstverlening,30786,ZAANDAM,1501PA,Lijnbaanstraat,None,None,None,managerial,Lijnbaanstraat 27,b'None',None,None,4.830285,52.4403,,,,,,,,,,,,
AP Finance & Administration,30787,ZAANDAM,1502PJ,Rosmolenstraat,None,None,None,managerial,Rosmolenstraat 86,b'None',None,None,4.825935,52.4491,,,,,,,,,,,,
Boekhoud- en Belastingkantoor Brandaris,30788,ZAANDAM,1503CB,Brandaris,None,None,None,managerial,Brandaris 146,b'None',None,None,4.84973,52.444,,,,,,,,,,,,
B. M.A. Full Service Group B.V.,30789,ZAANDAM,1503JK,Treilerstraat,None,None,None,managerial,Treilerstraat 74,b'None',None,None,4.835598333,52.44934444,,,,,,,,,,,,
Kennemer Administratie,30790,ZAANDAM,1503JZ,Botterlaan,None,None,None,managerial,Botterlaan 14,b'None',None,None,4.837521364,52.44864091,,,,,,,,,,,,
Administratie & Adviesbureau Ton van der Meer,30791,ZAANDAM,1503KE,Loggerstraat,None,None,None,managerial,Loggerstraat 56,b'None',None,None,4.837730909,52.45002273,,,,,,,,,,,,
NoFiA,30792,ZAANDAM,1503TR,Rode Zee,None,None,None,managerial,Rode Zee 55,b'None',None,None,4.840394,52.4507,,,,,,,,,,,,
Administratiekantoor De Gevel,30793,ZAANDAM,1504NW,Poelenburg,None,None,None,managerial,Poelenburg 454,b'None',None,None,4.854826,52.43235333,,,,,,,,,,,,
Taams Accounting,30794,ZAANDAM,1505DC,Zuiddijk,None,None,None,managerial,Zuiddijk 232,b'None',None,None,4.834551333,52.43258,,,,,,,,,,,,
ABCK Boekhouder,30795,ZAANDAM,1505GL,Kastanjelaan,None,None,None,managerial,Kastanjelaan 6,b'None',None,None,4.835025333,52.43124,,,,,,,,,,,,
Michel & De Roos,30796,DIEMEN,1111SN,Gravenland,None,None,None,managerial,Sluispolderweg 15l,b'None',None,None,4.969933077,52.35267692,,,,,,,,,,,,
Eko Administratiekantoor,30797,ZAANDAM,1505TM,Abeelstraat,None,None,None,managerial,Abeelstraat 13,b'None',None,None,4.839178929,52.43253214,,,,,,,,,,,,
V3 diensten,30799,ZAANDAM,1505XC,Bermuda,None,None,None,managerial,Bermuda 6,b'None',None,None,4.842427455,52.43053636,,,,,,,,,,,,
Adalat Administratie B.V.,30800,ZAANDAM,1506AZ,Rustenburg,None,None,None,managerial,Rustenburg 120,b'None',None,None,4.81724125,52.4395875,,,,,,,,,,,,
Luves Administraties,30801,ZAANDAM,1506BM,Mellum,None,None,None,managerial,Mellum 110,b'None',None,None,4.829713051,52.43316441,,,,,,,,,,,,
Administratiekantoor Advop,30802,ZAANDAM,1506CT,Zeemansstraat,None,None,None,managerial,Zeemansstraat 77,b'None',None,None,4.819463636,52.43998182,,,,,,,,,,,,
Van Nugteren Administraties,30803,ZAANDAM,1506DR,Herengracht,None,None,None,managerial,Herengracht 111,b'None',None,None,4.8166325,52.44041875,,,,,,,,,,,,
IKN Services,30804,ZAANDAM,1506ED,Westzijde,None,None,None,managerial,Westzijde 81,b'None',None,None,4.818879,52.44511,,,,,,,,,,,,
Cpaccountants B.V.,30805,ZAANDAM,1506ED,Westzijde,None,None,None,managerial,Westzijde 81,b'None',None,None,4.818879,52.44511,,,,,,,,,,,,
Administratiekantoor Rohes,30807,ZAANDAM,1506GD,Westzijde -F,None,None,None,managerial,Westzijde 211-F,b'None',None,None,4.815641177,52.45204118,,,,,,,,,,,,
Administratiekantoor Mahosi,30808,ZAANDAM,1506GD,Westzijde,None,None,None,managerial,Westzijde 225,b'None',None,None,4.815641177,52.45204118,,,,,,,,,,,,
FiA Karten,30809,ZAANDAM,1506GP,Hollandsepad,None,None,None,managerial,Hollandsepad 40,b'None',None,None,4.818208182,52.44719091,,,,,,,,,,,,
P. Swart,30810,ZAANDAM,1506GR,Papenpad -C,None,None,None,managerial,Papenpad 4-C,b'None',None,None,4.818531333,52.44768667,,,,,,,,,,,,
ABC Beekhoven,30811,ZAANDAM,1506KS,Francisco Goyastraat,None,None,None,managerial,Francisco Goyastraat 23,b'None',None,None,4.812044,52.45329333,,,,,,,,,,,,
Adbepol,30812,ZAANDAM,1506MK,Provincialeweg,None,None,None,managerial,Provincialeweg 304,b'None',None,None,4.806629231,52.45331538,,,,,,,,,,,,
MiiMau Administratie en Advies,30813,ZAANDAM,1506PB,Badhuisweg,None,None,None,managerial,Badhuisweg 132,b'None',None,None,4.826876721,52.43522623,,,,,,,,,,,,
R. Bronke B.V.,30814,ZAANDAM,1506PG,Havenstraat,None,None,None,managerial,Havenstraat 6,b'None',None,None,4.82458027,52.43178108,,,,,,,,,,,,
KIM Consulting,30815,ZAANDAM,1506TX,Hermitage,None,None,None,managerial,Hermitage 98,b'None',None,None,4.81739,52.4381,,,,,,,,,,,,
Administratiekantoor Van Mierlo B.V.,30816,ZAANDAM,1506VX,Tuinstraat,None,None,None,managerial,Tuinstraat 6,b'None',None,None,4.8177475,52.4439375,,,,,,,,,,,,
